name,accuracy,effect_chance,pp,priority,power,class,type,crit_rate,drain,flinch_chance,healing,max_hits,min_hits,max_turns,min_turns,stat_chance,effect
"flare-blitz",100,10,15,0,120,physical,fire,0,-33,0,0,,,,,0,"Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.  Has a 10% chance to burn the target.  Frozen Pokémon may use this move, in which case they will thaw."
"force-palm",100,30,10,0,60,physical,fighting,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to paralyze the target."
"aura-sphere",-1,,20,0,80,special,fighting,0,0,0,0,,,,,0,"Inflicts regular damage.  Ignores accuracy and evasion modifiers."
"rock-polish",-1,,20,0,-1,status,rock,0,0,0,0,,,,,0,"Raises the user's Speed by two stages."
"poison-jab",100,30,20,0,80,physical,poison,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to poison the target."
"dark-pulse",100,20,15,0,80,special,dark,0,0,20,0,,,,,0,"Inflicts regular damage.  Has a 20% chance to make the target flinch."
"night-slash",100,,15,0,70,physical,dark,1,0,0,0,,,,,0,"Inflicts regular damage.  User's critical hit rate is one level higher when using this move."
"aqua-tail",90,,10,0,90,physical,water,0,0,0,0,,,,,0,"Inflicts regular damage."
"seed-bomb",100,,15,0,80,physical,grass,0,0,0,0,,,,,0,"Inflicts regular damage."
"air-slash",95,30,15,0,75,special,flying,0,0,30,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to make the target flinch."
"x-scissor",100,,15,0,80,physical,bug,0,0,0,0,,,,,0,"Inflicts regular damage."
"bug-buzz",100,10,10,0,90,special,bug,0,0,0,0,,,,,10,"Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage."
"dragon-pulse",100,,10,0,85,special,dragon,0,0,0,0,,,,,0,"Inflicts regular damage."
"dragon-rush",75,20,10,0,100,physical,dragon,0,0,20,0,,,,,0,"Inflicts regular damage.  Has a 20% chance to make the target flinch."
"power-gem",100,,20,0,80,special,rock,0,0,0,0,,,,,0,"Inflicts regular damage."
"drain-punch",100,,10,0,75,physical,fighting,0,50,0,0,,,,,0,"Inflicts regular damage.  Drains half the damage inflicted to heal the user."
"vacuum-wave",100,,30,1,40,special,fighting,0,0,0,0,,,,,0,"Inflicts regular damage."
"focus-blast",70,10,5,0,120,special,fighting,0,0,0,0,,,,,10,"Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage."
"energy-ball",100,10,10,0,90,special,grass,0,0,0,0,,,,,10,"Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage."
"brave-bird",100,,15,0,120,physical,flying,0,-33,0,0,,,,,0,"Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil."
"earth-power",100,10,10,0,90,special,ground,0,0,0,0,,,,,10,"Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage."
"switcheroo",100,,10,0,-1,status,dark,0,0,0,0,,,,,0,"User and target permanently swap held items.  Works even if one of the Pokémon isn't holding anything.  If either Pokémon is holding mail, this move will fail.If either Pokémon has multitype or sticky hold, this move will fail.If this move results in a Pokémon obtaining choice band, choice scarf, or choice specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn.Neither the user nor the target can recover its item with recycle.This move cannot be selected by assist or metronome."
"giga-impact",90,,5,0,150,physical,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  User loses its next turn to "recharge", and cannot attack or switch out during that turn."
"nasty-plot",-1,,20,0,-1,status,dark,0,0,0,0,,,,,0,"Raises the user's Special Attack by two stages."
"bullet-punch",100,,30,1,40,physical,steel,0,0,0,0,,,,,0,"Inflicts regular damage."
"avalanche",100,,10,-4,60,physical,ice,0,0,0,0,,,,,0,"Inflicts regular damage.  If the target damaged the user this turn and was the last to do so, this move has double power.pain split does not count as damaging the user."
"ice-shard",100,,30,1,40,physical,ice,0,0,0,0,,,,,0,"Inflicts regular damage."
"shadow-claw",100,,15,0,70,physical,ghost,1,0,0,0,,,,,0,"Inflicts regular damage.  User's critical hit rate is one level higher when using this move."
"thunder-fang",95,10,15,0,65,physical,electric,0,0,10,0,,,,,0,"Inflicts regular damage.  Has a 10% chance to paralyze the target and a separate 10% chance to make the target flinch."
"ice-fang",95,10,15,0,65,physical,ice,0,0,10,0,,,,,0,"Inflicts regular damage.  Has a 10% chance to freeze the target and a separate 10% chance to make the target flinch."
"fire-fang",95,10,15,0,65,physical,fire,0,0,10,0,,,,,0,"Inflicts regular damage.  Has a 10% chance to burn the target and a separate 10% chance to make the target flinch."
"shadow-sneak",100,,30,1,40,physical,ghost,0,0,0,0,,,,,0,"Inflicts regular damage."
"mud-bomb",85,30,10,0,65,special,ground,0,0,0,0,,,,,30,"Inflicts regular damage.  Has a 30% chance to lower the target's accuracy by one stage."
"psycho-cut",100,,20,0,70,physical,psychic,1,0,0,0,,,,,0,"Inflicts regular damage.  User's critical hit rate is one level higher when using this move."
"zen-headbutt",90,20,15,0,80,physical,psychic,0,0,20,0,,,,,0,"Inflicts regular damage.  Has a 20% chance to make the target flinch."
"mirror-shot",85,30,10,0,65,special,steel,0,0,0,0,,,,,30,"Inflicts regular damage.  Has a 30% chance to lower the target's accuracy by one stage."
"flash-cannon",100,10,10,0,80,special,steel,0,0,0,0,,,,,10,"Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage."
"rock-climb",85,20,20,0,90,physical,normal,0,0,0,0,,,5,2,0,"Inflicts regular damage.  Has a 20% chance to confuse the target."
"defog",-1,,15,0,-1,status,flying,0,0,0,0,,,,,0,"Lowers the target's evasion by one stage.  Clears away fog.  Removes the effects of mist, light screen, reflect, safeguard, spikes, stealth rock, and toxic spikes from the target's side of the field.If the target is protected by mist, it will prevent the evasion change, then be removed by this move."
"trick-room",-1,,5,-7,-1,status,psychic,0,0,0,0,,,,,0,"For five turns (including this one), slower Pokémon will act before faster Pokémon.  Move priority is not affected.  Using this move when its effect is already active will end the effect.Pokémon holding full incense, lagging tail, or quick claw and Pokémon with stall ignore this effect."
"draco-meteor",90,100,5,0,130,special,dragon,0,0,0,0,,,,,100,"Inflicts regular damage, then lowers the user's Special Attack by two stages."
"discharge",100,30,15,0,80,special,electric,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to paralyze the target."
"lava-plume",100,30,15,0,80,special,fire,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to burn the target."
"leaf-storm",90,100,5,0,130,special,grass,0,0,0,0,,,,,100,"Inflicts regular damage, then lowers the user's Special Attack by two stages."
"power-whip",85,,10,0,120,physical,grass,0,0,0,0,,,,,0,"Inflicts regular damage."
"rock-wrecker",90,,5,0,150,physical,rock,0,0,0,0,,,,,0,"Inflicts regular damage.  User loses its next turn to "recharge", and cannot attack or switch out during that turn."
"cross-poison",100,10,20,0,70,physical,poison,1,0,0,0,,,,,0,"Inflicts regular damage.  User's critical hit rate is one level higher when using this move. Has a 10% chance to poison the target."
"gunk-shot",80,30,5,0,120,physical,poison,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to poison the target."
"iron-head",100,30,15,0,80,physical,steel,0,0,30,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to make the target flinch."
"magnet-bomb",-1,,20,0,60,physical,steel,0,0,0,0,,,,,0,"Inflicts regular damage.  Ignores accuracy and evasion modifiers."
"stone-edge",80,,5,0,100,physical,rock,1,0,0,0,,,,,0,"Inflicts regular damage.  User's critical hit rate is one level higher when using this move."
"captivate",100,,20,0,-1,status,normal,0,0,0,0,,,,,0,"Lowers the target's Special Attack by two stages.  If the user and target are the same gender, or either is genderless, this move will fail."
"stealth-rock",-1,,20,0,-1,status,rock,0,0,0,0,,,,,0,"Spreads sharp rocks around the opposing field, damaging any Pokémon that enters the field for 1/8 its max HP.  This damage is affected by the entering Pokémon's susceptibility to rock moves.rapid spin removes this effect from its user's side of the field."
"grass-knot",100,,20,0,-1,special,grass,0,0,0,0,,,,,0,"Inflicts regular damage.  Power increases with the target's weight in kilograms, to a maximum of 120.Target's weight | Power--------------- | ----:Up to 10kg      |    20Up to 25kg      |    40Up to 50kg      |    60Up to 100kg     |    80Up to 200kg     |   100Above 200kg     |   120"
"chatter",100,100,20,0,65,special,flying,0,0,0,0,,,5,2,0,"Inflicts regular damage.  Has either a 1%, 11%, or 31% chance to confuse the target, based on the volume of the recording made for this move; louder recordings increase the chance of confusion.  If the user is not a chatot, this move will not cause confusion.This move cannot be copied by mimic, mirror move, or sketch, nor selected by assist, metronome, or sleep talk."
"judgment",100,,10,0,100,special,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates."
"bug-bite",100,,20,0,60,physical,bug,0,0,0,0,,,,,0,"Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.If this move is super effective and the target is holding a berry that can reduce this move's damage, it will do so, and will not be stolen."
"charge-beam",90,70,10,0,50,special,electric,0,0,0,0,,,,,70,"Inflicts regular damage.  Has a 70% chance to raise the user's Special Attack by one stage."
"wood-hammer",100,,15,0,120,physical,grass,0,-33,0,0,,,,,0,"Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil."
"aqua-jet",100,,20,1,40,physical,water,0,0,0,0,,,,,0,"Inflicts regular damage."
"attack-order",100,,15,0,90,physical,bug,1,0,0,0,,,,,0,"Inflicts regular damage.  User's critical hit rate is one level higher when using this move."
"defend-order",-1,,10,0,-1,status,bug,0,0,0,0,,,,,0,"Raises the user's Defense and Special Defense by one stage."
"heal-order",-1,,10,0,-1,status,bug,0,0,0,50,,,,,0,"Heals the user for half its max HP."
"head-smash",80,,5,0,150,physical,rock,0,-50,0,0,,,,,0,"Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil."
"double-hit",90,,10,0,35,physical,normal,0,0,0,0,2,2,,,0,"Inflicts regular damage.  Hits twice in one turn."
"roar-of-time",90,,5,0,150,special,dragon,0,0,0,0,,,,,0,"Inflicts regular damage.  User loses its next turn to "recharge", and cannot attack or switch out during that turn."
"spacial-rend",95,,5,0,100,special,dragon,1,0,0,0,,,,,0,"Inflicts regular damage.  User's critical hit rate is one level higher when using this move."
"lunar-dance",-1,,10,0,-1,status,psychic,0,0,0,0,,,,,0,"User faints.  Its replacement's HP and PP are fully restored, and any major status effect is removed."
"crush-grip",100,,5,0,-1,physical,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  Power directly relates to the target's relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121."
"magma-storm",75,100,5,0,100,special,fire,0,0,0,0,,,6,5,0,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.rapid spin cancels this effect."
"dark-void",50,,10,0,-1,status,dark,0,0,0,0,,,4,2,0,"Puts the target to sleep."
"seed-flare",85,40,5,0,120,special,grass,0,0,0,0,,,,,40,"Inflicts regular damage.  Has a 40% chance to lower the target's Special Defense by two stages."
"ominous-wind",100,10,5,0,60,special,ghost,0,0,0,0,,,,,10,"Inflicts regular damage. Has a 10% chance to raise all of the user's stats one stage."
"shadow-force",100,,5,0,120,physical,ghost,0,0,0,0,,,,,0,"Inflicts regular damage.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.This move ignores the effects of detect and protect.This move cannot be selected by sleep talk."
"hone-claws",-1,,15,0,-1,status,dark,0,0,0,0,,,,,0,"Raises the user's Attack and accuracy by one stage."
"wide-guard",-1,,10,3,-1,status,rock,0,0,0,0,,,,,0,"Moves with multiple targets will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.This move cannot be selected by assist or metronome."
"guard-split",-1,,10,0,-1,status,psychic,0,0,0,0,,,,,0,"Averages the user's unmodified Defense with the target's unmodified Defense; the value becomes the unmodified Defense for both Pokémon. Unmodified Special Defense is averaged the same way."
"power-split",-1,,10,0,-1,status,psychic,0,0,0,0,,,,,0,"Averages the user's unmodified Attack with the target's unmodified Attack; the value becomes the unmodified Attack for both Pokémon. Unmodified Special Attack is averaged the same way.This effect applies before any other persistent changes to unmodified Attack or Special Attack, such as flower gift during sunny day."
"wonder-room",-1,,10,0,-1,status,psychic,0,0,0,0,,,,,0,"For five turns (including this one), every Pokémon's Defense and Special Defense are swapped."
"psyshock",100,,10,0,80,special,psychic,0,0,0,0,,,,,0,"Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class."
"venoshock",100,,10,0,65,special,poison,0,0,0,0,,,,,0,"Inflicts regular damage.  If the target is poisoned, this move has double power."
"autotomize",-1,,15,0,-1,status,steel,0,0,0,0,,,,,0,"Raises the user's Speed by two stages.  Halves the user's weight; this effect does not stack."
"rage-powder",-1,,20,2,-1,status,bug,0,0,0,0,,,,,0,"Until the end of this turn, any moves that opposing Pokémon target solely at the user's ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target.This effect takes priority over lightning rod and storm drain.If the user's ally switches out, opposing Pokémon may still hit it with pursuit.This move cannot be selected by assist or metronome."
"telekinesis",-1,,15,0,-1,status,psychic,0,0,0,0,,,3,3,0,"For three turns (including this one), moves used against the target have 100% accuracy, but the target is immune to ground damage.  Accuracy of one-hit KO moves is exempt from this effect.This effect is removed by gravity.  If Gravity is already in effect, this move will fail."
"magic-room",-1,,10,0,-1,status,psychic,0,0,0,0,,,,,0,"For five turns (including this one), passive effects of held items are ignored, and Pokémon will not use their held items."
"smack-down",100,100,15,0,50,physical,rock,0,0,0,0,,,,,0,"Inflicts regular damage.  Removes the target's immunity to ground-type damage.  This effect removes any existing Ground immunity due to levitate, magnet rise, or telekinesis, and causes the target's flying type to be ignored when it takes Ground damage.If the target isn't immune to Ground damage, this move will fail.This move can hit Pokémon under the effect of bounce, fly, or sky drop, and ends the effect of Bounce or Fly."
"storm-throw",100,,10,0,60,physical,fighting,6,0,0,0,,,,,0,"Inflicts regular damage.  Always scores a critical hit."
"flame-burst",100,,15,0,70,special,fire,0,0,0,0,,,,,0,"Inflicts regular damage.  If this move successfully hits the target, any Pokémon adjacent to the target are damaged for 1/16 their max HP."
"sludge-wave",100,10,10,0,95,special,poison,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 10% chance to poison the target."
"quiver-dance",-1,,20,0,-1,status,bug,0,0,0,0,,,,,0,"Raises the user's Special Attack, Special Defense, and Speed by one stage each."
"heavy-slam",100,,10,0,-1,physical,steel,0,0,0,0,,,,,0,"Inflicts regular damage.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.User's weight                    | Power-------------------------------- | ----:Up to 2× the target's weight     |    40Up to 3× the target's weight     |    60Up to 4× the target's weight     |    80Up to 5× the target's weight     |   100More than 5× the target's weight |   120"
"synchronoise",100,,10,0,120,special,psychic,0,0,0,0,,,,,0,"Inflicts regular damage.  Only Pokémon that share a type with the user will take damage from this move."
"electro-ball",100,,10,0,-1,special,electric,0,0,0,0,,,,,0,"Inflicts regular damage.  The greater the user's Speed compared to the target's, the higher power this move has, to a maximum of 150.User's Speed                     | Power-------------------------------- | ----:Up to 2× the target's Speed      |    60Up to 3× the target's Speed      |    80Up to 4× the target's Speed      |   120More than 4× the target's Speed  |   150"
"soak",100,,20,0,-1,status,water,0,0,0,0,,,,,0,"Changes the target to pure water-type until it leaves the field.  If the target has multitype, this move will fail."
"flame-charge",100,100,20,0,50,physical,fire,0,0,0,0,,,,,100,"Inflicts regular damage.  Raises the user's Speed by one stage."
"coil",-1,,20,0,-1,status,poison,0,0,0,0,,,,,0,"Raises the user's Attack, Defense, and accuracy by one stage each."
"low-sweep",100,100,20,0,65,physical,fighting,0,0,0,0,,,,,100,"Lowers the target's Speed by one stage."
"acid-spray",100,100,20,0,40,special,poison,0,0,0,0,,,,,100,"Inflicts regular damage.  Lowers the target's Special Defense by two stages."
"foul-play",100,,15,0,95,physical,dark,0,0,0,0,,,,,0,"Inflicts regular damage.  Damage is calculated using the target's attacking stat rather than the user's."
"simple-beam",100,,15,0,-1,status,normal,0,0,0,0,,,,,0,"Changes the target's ability to simple."
"entrainment",100,,15,0,-1,status,normal,0,0,0,0,,,,,0,"Changes the target's ability to match the user's.  This effect ends when the target leaves battle."
"after-you",-1,,15,0,-1,status,normal,0,0,0,0,,,,,0,"The target will act next this turn, regardless of Speed or move priority.If the target has already acted this turn, this move will fail."
"round",100,,15,0,60,special,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  If round has already been used this turn, this move's power is doubled.  After this move is used, any other Pokémon using it this turn will immediately do so (in the order they would otherwise act), regardless of Speed or priority.  Pokémon using other moves will then continue to act as usual."
"echoed-voice",100,,15,0,40,special,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  If any friendly Pokémon used this move earlier this turn or on the previous turn, that use's power is added to this move's power, to a maximum of 200."
"chip-away",100,,20,0,70,physical,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion."
"clear-smog",-1,,15,0,50,special,poison,0,0,0,0,,,,,0,"Inflicts regular damage.  All of the target's stat modifiers are reset to zero."
"stored-power",100,,10,0,20,special,psychic,0,0,0,0,,,,,0,"Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user's stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move's power.  For a Pokémon with all five stats modified to +6, this move's power is 31×."
"quick-guard",-1,,15,3,-1,status,fighting,0,0,0,0,,,,,0,"Moves with priority greater than 0 will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.This move cannot be selected by assist or metronome."
"ally-switch",-1,,15,2,-1,status,psychic,0,0,0,0,,,,,0,"User switches position on the field with the friendly Pokémon opposite it.  If the user is in the middle position in a triple battle, or there are no other friendly Pokémon, this move will fail."
"scald",100,30,15,0,80,special,water,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to burn the target."
"shell-smash",-1,,15,0,-1,status,normal,0,0,0,0,,,,,0,"Raises the user's Attack, Special Attack, and Speed by two stages each.  Lowers the user's Defense and Special Defense by one stage each."
"heal-pulse",-1,,10,0,-1,status,psychic,0,0,0,50,,,,,0,"Heals the target for half its max HP."
"hex",100,,10,0,65,special,ghost,0,0,0,0,,,,,0,"Inflicts regular damage.  If the target has a major status ailment, this move has double power."
"sky-drop",100,,10,0,60,physical,flying,0,0,0,0,,,,,0,"Inflicts regular damage.  User carries the target high into the air for one turn, during which no moves will hit either Pokémon and neither can act.  On the following turn, the user drops the target, inflicting damage and ending the effect.If the target is flying-type, this move will function as normal but inflict no damage.gust, hurricane, sky uppercut, smack down, thunder, twister, and whirlwind can hit both the user and the target during this effect.  gust and twister will additionally have double power.The damage from hail and sandstorm still applies during this effect.Either Pokémon may be hit during this effect if also under the effect of lock on, mind reader, or no guard.This move cannot be used while gravity is in effect.This move cannot be selected by sleep talk.*Bug*: If gravity is used during a double or triple battle while this move is in effect, this move is not correctly canceled on the target, and it remains high in the air indefinitely.  As this move prevents the target from acting, the only way to subsequently remove it from the field is to faint it."
"shift-gear",-1,,10,0,-1,status,steel,0,0,0,0,,,,,0,"Raises the user's Attack by one stage and its Speed by two stages."
"circle-throw",90,,10,-6,60,physical,fighting,0,0,0,0,,,,,0,"Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random.If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead."
"incinerate",100,,15,0,60,special,fire,0,0,0,0,,,,,0,"Inflicts regular damage.  If the target is holding a berry, it's destroyed and cannot be used in response to this move."
"quash",100,,15,0,-1,status,dark,0,0,0,0,,,,,0,"Forces the target to act last this turn, regardless of Speed or move priority.  If the target has already acted this turn, this move will fail."
"acrobatics",100,,15,0,55,physical,flying,0,0,0,0,,,,,0,"Inflicts regular damage.  If the user has no held item, this move has double power."
"reflect-type",-1,,15,0,-1,status,normal,0,0,0,0,,,,,0,"User's type changes to match the target's."
"retaliate",100,,5,0,70,physical,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  If a friendly Pokémon fainted on the previous turn, this move has double power."
"final-gambit",100,,5,0,-1,special,fighting,0,0,0,0,,,,,0,"Inflicts damage equal to the user's remaining HP.  User faints."
"bestow",-1,,15,0,-1,status,normal,0,0,0,0,,,,,0,"Transfers the user's held item to the target.  If the user has no held item, or the target already has a held item, this move will fail."
"inferno",50,100,5,0,100,special,fire,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 100% chance to burn the target."
"water-pledge",100,,10,0,80,special,water,0,0,0,0,,,,,0,"Inflicts regular damage.  If a friendly Pokémon used grass pledge earlier this turn, all opposing Pokémon have halved Speed for four turns (including this one)."
"fire-pledge",100,,10,0,80,special,fire,0,0,0,0,,,,,0,"Inflicts regular damage.  If a friendly Pokémon used water pledge earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one)."
"grass-pledge",100,,10,0,80,special,grass,0,0,0,0,,,,,0,"Inflicts regular damage.  If a friendly Pokémon used fire pledge earlier this turn, all opposing Pokémon will take 1/8 their max HP in damage at the end of every turn for four turns (including this one)."
"volt-switch",100,,20,0,70,special,electric,0,0,0,0,,,,,0,"Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack, the user's trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not switch out.The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.This move may be used even if the user is under the effect of ingrain.  ingrain's effect will end."
"struggle-bug",100,100,20,0,50,special,bug,0,0,0,0,,,,,100,"Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage."
"bulldoze",100,100,20,0,60,physical,ground,0,0,0,0,,,,,100,"Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage."
"frost-breath",90,100,10,0,60,special,ice,6,0,0,0,,,,,0,"Inflicts regular damage.  Always scores a critical hit."
"dragon-tail",90,,10,-6,60,physical,dragon,0,0,0,0,,,,,0,"Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random.If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead."
"work-up",-1,,30,0,-1,status,normal,0,0,0,0,,,,,0,"Raises the user's Attack and Special Attack by one stage each."
"electroweb",95,100,15,0,55,special,electric,0,0,0,0,,,,,100,"Lowers the target's Speed by one stage."
"wild-charge",100,,15,0,90,physical,electric,0,-25,0,0,,,,,0,"Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil."
"drill-run",95,,10,0,80,physical,ground,1,0,0,0,,,,,0,"Inflicts regular damage.  User's critical hit rate is one level higher when using this move."
"dual-chop",90,,15,0,40,physical,dragon,0,0,0,0,2,2,,,0,"Inflicts regular damage.  Hits twice in one turn."
"heart-stamp",100,30,25,0,60,physical,psychic,0,0,30,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to make the target flinch."
"horn-leech",100,,10,0,75,physical,grass,0,50,0,0,,,,,0,"Inflicts regular damage.  Drains half the damage inflicted to heal the user."
"sacred-sword",100,,15,0,90,physical,fighting,0,0,0,0,,,,,0,"Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion."
"razor-shell",95,50,10,0,75,physical,water,0,0,0,0,,,,,50,"Inflicts regular damage.  Has a 50% chance to lower the target's Defense by one stage."
"heat-crash",100,,10,0,-1,physical,fire,0,0,0,0,,,,,0,"Inflicts regular damage.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.User's weight                    | Power-------------------------------- | ----:Up to 2× the target's weight     |    40Up to 3× the target's weight     |    60Up to 4× the target's weight     |    80Up to 5× the target's weight     |   100More than 5× the target's weight |   120"
"leaf-tornado",90,50,10,0,65,special,grass,0,0,0,0,,,,,50,"Inflicts regular damage.  Has a 50% chance to lower the target's accuracy by one stage."
"steamroller",100,30,20,0,65,physical,bug,0,0,30,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to make the target flinch.Power is doubled against Pokémon that have used minimize since entering the field."
"cotton-guard",-1,,10,0,-1,status,grass,0,0,0,0,,,,,0,"Raises the user's Defense by three stages."
"night-daze",95,40,10,0,85,special,dark,0,0,0,0,,,,,40,"Inflicts regular damage.  Has a 40% chance to lower the target's accuracy by one stage."
"psystrike",100,,10,0,100,special,psychic,0,0,0,0,,,,,0,"Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class."
"tail-slap",85,,10,0,25,physical,normal,0,0,0,0,5,2,,,0,"Inflicts regular damage.  Hits 2–5 times in one turn.Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use."
"hurricane",70,30,10,0,110,special,flying,0,0,0,0,,,5,2,0,"Inflicts regular damage.  Has a 30% chance to confuse the target.This move can hit Pokémon under the effect of bounce, fly, or sky drop.During rain dance, this move has 100% accuracy.  During sunny day, this move has 50% accuracy."
"head-charge",100,,15,0,120,physical,normal,0,-25,0,0,,,,,0,"Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil."
"gear-grind",85,,15,0,50,physical,steel,0,0,0,0,2,2,,,0,"Inflicts regular damage.  Hits twice in one turn."
"searing-shot",100,30,5,0,100,special,fire,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to burn the target."
"techno-blast",100,,5,0,120,special,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates."
"relic-song",100,10,10,0,75,special,normal,0,0,0,0,,,4,2,0,"Inflicts regular damage.  Has a 10% chance to put the target to sleep.If the user is a meloetta, it will toggle between Aria and Pirouette Forme."
"secret-sword",100,,10,0,85,special,fighting,0,0,0,0,,,,,0,"Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class."
"glaciate",95,100,10,0,65,special,ice,0,0,0,0,,,,,100,"Inflicts regular damage.  Lowers the target's Speed by one stage."
"bolt-strike",85,20,5,0,130,physical,electric,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 20% chance to paralyze the target."
"blue-flare",85,20,5,0,130,special,fire,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 20% chance to burn the target."
"fiery-dance",100,50,10,0,80,special,fire,0,0,0,0,,,,,50,"Inflicts regular damage.  Has a 50% chance to raise the user's Special Attack by one stage."
"freeze-shock",90,30,5,0,140,physical,ice,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to paralyze the target.  User charges for one turn before attacking."
"ice-burn",90,30,5,0,140,special,ice,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to burn the target.  User charges for one turn before attacking."
"snarl",95,100,15,0,55,special,dark,0,0,0,0,,,,,100,"Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage."
"icicle-crash",90,30,10,0,85,physical,ice,0,0,30,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to make the target flinch."
"v-create",95,100,5,0,180,physical,fire,0,0,0,0,,,,,100,"Inflicts regular damage.  Lowers the user's Defense, Special Defense, and Speed by one stage each."
"fusion-flare",100,,5,0,100,special,fire,0,0,0,0,,,,,0,"Inflicts regular damage.  If a friendly Pokémon used fusion bolt earlier this turn, this move has double power."
