name,type_1,type_2,ability_1,ability_1_is_hidden,ability_2,ability_2_is_hidden,ability_3,ability_3_is_hidden,height,weight,stat_hp,stat_attack,stat_defense,stat_spattack,stat_spdef,stat_speed,sprite
varoom,steel,poison,overcoat,False,slow-start,True,,,10,350,45,70,63,30,45,47,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/965.png"
revavroom,steel,poison,overcoat,False,filter,True,,,18,1200,80,119,90,54,67,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/966.png"
cyclizar,dragon,normal,shed-skin,False,regenerator,True,,,16,630,70,95,65,85,65,121,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png"
orthworm,steel,,earth-eater,False,sand-veil,True,,,25,3100,70,85,145,60,55,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/968.png"
glimmet,rock,poison,toxic-debris,False,corrosion,True,,,7,80,48,35,42,105,60,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png"
glimmora,rock,poison,toxic-debris,False,corrosion,True,,,15,450,83,55,90,130,81,86,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png"
greavard,ghost,,pickup,False,fluffy,True,,,6,350,50,61,60,30,55,34,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png"
houndstone,ghost,,sand-rush,False,fluffy,True,,,20,150,72,101,100,50,97,68,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png"
flamigo,flying,fighting,scrappy,False,tangled-feet,False,costar,True,16,370,82,115,74,75,64,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png"
cetoddle,ice,,thick-fat,False,snow-cloak,False,sheer-force,True,12,450,108,68,45,30,40,43,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png"
cetitan,ice,,thick-fat,False,slush-rush,False,sheer-force,True,45,7000,170,113,65,45,55,73,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png"
veluza,water,psychic,mold-breaker,False,sharpness,True,,,25,900,90,102,73,78,65,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/976.png"
dondozo,water,,unaware,False,oblivious,False,water-veil,True,120,2200,150,100,115,65,65,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png"
tatsugiri,dragon,water,commander,False,storm-drain,True,,,3,80,68,50,60,120,95,82,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/978.png"
annihilape,fighting,ghost,vital-spirit,False,inner-focus,False,defiant,True,12,560,110,115,80,50,90,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/979.png"
clodsire,poison,ground,poison-point,False,water-absorb,False,unaware,True,18,2230,130,75,60,45,100,20,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/980.png"
farigiraf,normal,psychic,cud-chew,False,armor-tail,False,sap-sipper,True,32,1600,120,90,70,110,70,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png"
dudunsparce,normal,,serene-grace,False,run-away,False,rattled,True,36,392,125,100,80,85,75,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png"
kingambit,dark,steel,defiant,False,supreme-overlord,False,pressure,True,20,1200,100,135,120,60,85,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/983.png"
great-tusk,ground,fighting,protosynthesis,False,protosynthesis,True,,,22,3200,115,131,131,53,53,87,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/984.png"
scream-tail,fairy,psychic,protosynthesis,False,protosynthesis,True,,,12,80,115,65,99,65,115,111,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/985.png"
brute-bonnet,grass,dark,protosynthesis,False,protosynthesis,True,,,12,210,111,127,99,79,99,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/986.png"
flutter-mane,ghost,fairy,protosynthesis,False,protosynthesis,True,,,14,40,55,55,55,135,135,135,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png"
slither-wing,bug,fighting,protosynthesis,False,protosynthesis,True,,,32,920,85,135,79,85,105,81,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/988.png"
sandy-shocks,electric,ground,protosynthesis,False,protosynthesis,True,,,23,600,85,81,97,121,85,101,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/989.png"
iron-treads,ground,steel,quark-drive,False,quark-drive,True,,,9,2400,90,112,120,72,70,106,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png"
iron-bundle,ice,water,quark-drive,False,quark-drive,True,,,6,110,56,80,114,124,60,136,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png"
iron-hands,fighting,electric,quark-drive,False,quark-drive,True,,,18,3807,154,140,108,50,68,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png"
iron-jugulis,dark,flying,quark-drive,False,quark-drive,True,,,13,1110,94,80,86,122,80,108,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png"
iron-moth,fire,poison,quark-drive,False,quark-drive,True,,,12,360,80,70,60,140,110,110,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png"
iron-thorns,rock,electric,quark-drive,False,quark-drive,True,,,16,3030,100,134,110,70,84,72,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png"
frigibax,dragon,ice,thermal-exchange,False,ice-body,True,,,5,170,65,75,45,35,45,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png"
arctibax,dragon,ice,thermal-exchange,False,ice-body,True,,,8,300,90,95,66,45,65,62,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png"
baxcalibur,dragon,ice,thermal-exchange,False,ice-body,True,,,21,2100,115,145,92,75,86,87,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png"
gimmighoul,ghost,,rattled,False,rattled,True,,,3,50,45,30,70,75,70,10,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png"
gholdengo,steel,ghost,good-as-gold,False,good-as-gold,True,,,12,300,87,60,95,133,91,84,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png"
wo-chien,dark,grass,tablets-of-ruin,False,tablets-of-ruin,True,,,15,742,85,85,100,95,135,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1001.png"
chien-pao,dark,ice,sword-of-ruin,False,sword-of-ruin,True,,,19,1522,80,120,80,90,65,135,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1002.png"
ting-lu,dark,ground,vessel-of-ruin,False,vessel-of-ruin,True,,,27,6997,155,110,125,55,80,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1003.png"
chi-yu,dark,fire,beads-of-ruin,False,beads-of-ruin,True,,,4,49,55,80,80,135,120,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1004.png"
roaring-moon,dragon,dark,protosynthesis,False,protosynthesis,True,,,20,3800,105,139,71,55,101,119,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1005.png"
iron-valiant,fairy,fighting,quark-drive,False,quark-drive,True,,,14,350,74,130,90,120,60,116,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1006.png"
koraidon,fighting,dragon,orichalcum-pulse,False,orichalcum-pulse,True,,,25,3030,100,135,115,85,100,135,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1007.png"
miraidon,electric,dragon,hadron-engine,False,hadron-engine,True,,,35,2400,100,85,100,135,115,135,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1008.png"
walking-wake,water,dragon,protosynthesis,False,protosynthesis,True,,,35,2800,99,83,91,125,83,109,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1009.png"
iron-leaves,grass,psychic,quark-drive,False,quark-drive,True,,,15,1250,90,130,88,70,108,104,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1010.png"
dipplin,grass,dragon,supersweet-syrup,False,gluttony,False,sticky-hold,True,4,97,80,80,110,95,80,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1011.png"
poltchageist,grass,ghost,hospitality,False,heatproof,True,,,1,11,40,45,45,74,54,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1012.png"
sinistcha,grass,ghost,hospitality,False,heatproof,True,,,2,22,71,60,106,121,80,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1013.png"
okidogi,poison,fighting,toxic-chain,False,guard-dog,True,,,18,922,88,128,115,58,86,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1014.png"
munkidori,poison,psychic,toxic-chain,False,frisk,True,,,10,122,88,75,66,130,90,106,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1015.png"
fezandipiti,poison,fairy,toxic-chain,False,technician,True,,,14,301,88,91,82,70,125,99,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1016.png"
ogerpon,grass,,defiant,False,,,,,12,398,80,120,84,60,96,110,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1017.png"
archaludon,steel,dragon,stamina,False,sturdy,False,stalwart,True,20,600,90,105,130,125,65,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1018.png"
hydrapple,grass,dragon,supersweet-syrup,False,regenerator,False,sticky-hold,True,18,930,106,80,110,120,80,44,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1019.png"
gouging-fire,fire,dragon,protosynthesis,False,,,,,35,5900,105,115,121,65,93,91,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1020.png"
raging-bolt,electric,dragon,protosynthesis,False,,,,,52,4800,125,73,91,137,89,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1021.png"
iron-boulder,rock,psychic,quark-drive,False,,,,,15,1625,90,120,80,68,108,124,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1022.png"
iron-crown,steel,psychic,quark-drive,False,,,,,16,1560,90,72,100,122,108,98,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1023.png"
terapagos,normal,,tera-shift,False,,,,,2,65,90,65,85,65,85,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1024.png"
pecharunt,poison,ghost,poison-puppeteer,False,,,,,3,3,88,88,160,88,88,88,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1025.png"
deoxys-attack,psychic,,pressure,False,,,,,17,608,50,180,20,180,20,150,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10001.png"
deoxys-defense,psychic,,pressure,False,,,,,17,608,50,70,160,70,160,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10002.png"
deoxys-speed,psychic,,pressure,False,,,,,17,608,50,95,90,95,90,180,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10003.png"
wormadam-sandy,bug,ground,anticipation,False,overcoat,True,,,5,65,60,79,105,59,85,36,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10004.png"
wormadam-trash,bug,steel,anticipation,False,overcoat,True,,,5,65,60,69,95,69,95,36,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10005.png"
shaymin-sky,grass,flying,serene-grace,False,,,,,4,52,100,103,75,120,75,127,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10006.png"
giratina-origin,ghost,dragon,levitate,False,,,,,69,6500,150,120,100,120,100,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10007.png"
rotom-heat,electric,fire,levitate,False,,,,,3,3,50,65,107,105,107,86,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10008.png"
rotom-wash,electric,water,levitate,False,,,,,3,3,50,65,107,105,107,86,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10009.png"
rotom-frost,electric,ice,levitate,False,,,,,3,3,50,65,107,105,107,86,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10010.png"
rotom-fan,electric,flying,levitate,False,,,,,3,3,50,65,107,105,107,86,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10011.png"
rotom-mow,electric,grass,levitate,False,,,,,3,3,50,65,107,105,107,86,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10012.png"
castform-sunny,fire,,forecast,False,,,,,3,8,70,70,70,70,70,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10013.png"
castform-rainy,water,,forecast,False,,,,,3,8,70,70,70,70,70,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10014.png"
castform-snowy,ice,,forecast,False,,,,,3,8,70,70,70,70,70,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10015.png"
basculin-blue-striped,water,,rock-head,False,adaptability,False,mold-breaker,True,10,180,70,92,65,80,55,98,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10016.png"
darmanitan-zen,fire,psychic,sheer-force,False,zen-mode,True,,,13,929,105,30,105,140,105,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10017.png"
meloetta-pirouette,normal,fighting,serene-grace,False,,,,,6,65,100,128,90,77,77,128,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10018.png"
tornadus-therian,flying,,regenerator,False,,,,,14,630,79,100,80,110,90,121,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10019.png"
thundurus-therian,electric,flying,volt-absorb,False,,,,,30,610,79,105,70,145,80,101,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10020.png"
landorus-therian,ground,flying,intimidate,False,,,,,13,680,89,145,90,105,80,91,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10021.png"
kyurem-black,dragon,ice,teravolt,False,,,,,33,3250,125,170,100,120,90,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10022.png"
kyurem-white,dragon,ice,turboblaze,False,,,,,36,3250,125,120,90,170,100,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10023.png"
keldeo-resolute,water,fighting,justified,False,,,,,14,485,91,72,90,129,90,108,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10024.png"
meowstic-female,psychic,,keen-eye,False,infiltrator,False,competitive,True,6,85,74,48,76,83,81,104,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10025.png"
aegislash-blade,steel,ghost,stance-change,False,,,,,17,530,60,140,50,140,50,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10026.png"
pumpkaboo-small,ghost,grass,pickup,False,frisk,False,insomnia,True,3,35,44,66,70,44,55,56,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10027.png"
pumpkaboo-large,ghost,grass,pickup,False,frisk,False,insomnia,True,5,75,54,66,70,44,55,46,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10028.png"
pumpkaboo-super,ghost,grass,pickup,False,frisk,False,insomnia,True,8,150,59,66,70,44,55,41,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10029.png"
gourgeist-small,ghost,grass,pickup,False,frisk,False,insomnia,True,7,95,55,85,122,58,75,99,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10030.png"
gourgeist-large,ghost,grass,pickup,False,frisk,False,insomnia,True,11,140,75,95,122,58,75,69,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10031.png"
gourgeist-super,ghost,grass,pickup,False,frisk,False,insomnia,True,17,390,85,100,122,58,75,54,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10032.png"
venusaur-mega,grass,poison,thick-fat,False,,,,,24,1555,80,100,123,122,120,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10033.png"
charizard-mega-x,fire,dragon,tough-claws,False,,,,,17,1105,78,130,111,130,85,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10034.png"
charizard-mega-y,fire,flying,drought,False,,,,,17,1005,78,104,78,159,115,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10035.png"
blastoise-mega,water,,mega-launcher,False,,,,,16,1011,79,103,120,135,115,78,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10036.png"
alakazam-mega,psychic,,trace,False,,,,,12,480,55,50,65,175,105,150,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10037.png"
gengar-mega,ghost,poison,shadow-tag,False,,,,,14,405,60,65,80,170,95,130,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10038.png"
kangaskhan-mega,normal,,parental-bond,False,,,,,22,1000,105,125,100,60,100,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10039.png"
pinsir-mega,bug,flying,aerilate,False,,,,,17,590,65,155,120,65,90,105,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10040.png"
gyarados-mega,water,dark,mold-breaker,False,,,,,65,3050,95,155,109,70,130,81,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10041.png"
aerodactyl-mega,rock,flying,tough-claws,False,,,,,21,790,80,135,85,70,95,150,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10042.png"
mewtwo-mega-x,psychic,fighting,steadfast,False,,,,,23,1270,106,190,100,154,100,130,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10043.png"
mewtwo-mega-y,psychic,,insomnia,False,,,,,15,330,106,150,70,194,120,140,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10044.png"
ampharos-mega,electric,dragon,mold-breaker,False,,,,,14,615,90,95,105,165,110,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10045.png"
scizor-mega,bug,steel,technician,False,,,,,20,1250,70,150,140,65,100,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10046.png"
heracross-mega,bug,fighting,skill-link,False,,,,,17,625,80,185,115,40,105,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10047.png"
houndoom-mega,dark,fire,solar-power,False,,,,,19,495,75,90,90,140,90,115,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10048.png"
tyranitar-mega,rock,dark,sand-stream,False,,,,,25,2550,100,164,150,95,120,71,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10049.png"
blaziken-mega,fire,fighting,speed-boost,False,,,,,19,520,80,160,80,130,80,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10050.png"
gardevoir-mega,psychic,fairy,pixilate,False,,,,,16,484,68,85,65,165,135,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10051.png"
mawile-mega,steel,fairy,huge-power,False,,,,,10,235,50,105,125,55,95,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10052.png"
aggron-mega,steel,,filter,False,,,,,22,3950,70,140,230,60,80,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10053.png"
medicham-mega,fighting,psychic,pure-power,False,,,,,13,315,60,100,85,80,85,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10054.png"
manectric-mega,electric,,intimidate,False,,,,,18,440,70,75,80,135,80,135,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10055.png"
banette-mega,ghost,,prankster,False,,,,,12,130,64,165,75,93,83,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10056.png"
absol-mega,dark,,magic-bounce,False,,,,,12,490,65,150,60,115,60,115,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10057.png"
garchomp-mega,dragon,ground,sand-force,False,,,,,19,950,108,170,115,120,95,92,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10058.png"
lucario-mega,fighting,steel,adaptability,False,,,,,13,575,70,145,88,140,70,112,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10059.png"
abomasnow-mega,grass,ice,snow-warning,False,,,,,27,1850,90,132,105,132,105,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10060.png"
floette-eternal,fairy,,flower-veil,False,symbiosis,True,,,2,9,74,65,67,125,128,92,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10061.png"
latias-mega,dragon,psychic,levitate,False,,,,,18,520,80,100,120,140,150,110,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10062.png"
latios-mega,dragon,psychic,levitate,False,,,,,23,700,80,130,100,160,120,110,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10063.png"
swampert-mega,water,ground,swift-swim,False,,,,,19,1020,100,150,110,95,110,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10064.png"
sceptile-mega,grass,dragon,lightning-rod,False,,,,,19,552,70,110,75,145,85,145,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10065.png"
sableye-mega,dark,ghost,magic-bounce,False,,,,,5,1610,50,85,125,85,115,20,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10066.png"
altaria-mega,dragon,fairy,pixilate,False,,,,,15,206,75,110,110,110,105,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10067.png"
gallade-mega,psychic,fighting,inner-focus,False,,,,,16,564,68,165,95,65,115,110,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10068.png"
audino-mega,normal,fairy,healer,False,,,,,15,320,103,60,126,80,126,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10069.png"
sharpedo-mega,water,dark,strong-jaw,False,,,,,25,1303,70,140,70,110,65,105,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10070.png"
slowbro-mega,water,psychic,shell-armor,False,,,,,20,1200,95,75,180,130,80,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10071.png"
steelix-mega,steel,ground,sand-force,False,,,,,105,7400,75,125,230,55,95,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10072.png"
pidgeot-mega,normal,flying,no-guard,False,,,,,22,505,83,80,80,135,80,121,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10073.png"
glalie-mega,ice,,refrigerate,False,,,,,21,3502,80,120,80,120,80,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10074.png"
diancie-mega,rock,fairy,magic-bounce,False,,,,,11,278,50,160,110,160,110,110,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10075.png"
metagross-mega,steel,psychic,tough-claws,False,,,,,25,9429,80,145,150,105,110,110,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10076.png"
kyogre-primal,water,,primordial-sea,False,,,,,98,4300,100,150,90,180,160,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10077.png"
groudon-primal,ground,fire,desolate-land,False,,,,,50,9997,100,180,160,150,90,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10078.png"
rayquaza-mega,dragon,flying,delta-stream,False,,,,,108,3920,105,180,100,180,100,115,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10079.png"
pikachu-rock-star,electric,,static,False,lightning-rod,True,,,4,60,35,55,40,50,50,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10080.png"
pikachu-belle,electric,,static,False,lightning-rod,True,,,4,60,35,55,40,50,50,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10081.png"
pikachu-pop-star,electric,,static,False,lightning-rod,True,,,4,60,35,55,40,50,50,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10082.png"
pikachu-phd,electric,,static,False,lightning-rod,True,,,4,60,35,55,40,50,50,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10083.png"
pikachu-libre,electric,,static,False,lightning-rod,True,,,4,60,35,55,40,50,50,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10084.png"
pikachu-cosplay,electric,,static,False,lightning-rod,True,,,4,60,35,55,40,50,50,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10085.png"
hoopa-unbound,psychic,dark,magician,False,,,,,65,4900,80,160,60,170,130,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10086.png"
camerupt-mega,fire,ground,sheer-force,False,,,,,25,3205,70,120,100,145,105,20,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10087.png"
lopunny-mega,normal,fighting,scrappy,False,,,,,13,283,65,136,94,54,96,135,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10088.png"
salamence-mega,dragon,flying,aerilate,False,,,,,18,1126,95,145,130,120,90,120,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10089.png"
beedrill-mega,bug,poison,adaptability,False,,,,,14,405,65,150,40,15,80,145,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10090.png"
rattata-alola,dark,normal,gluttony,False,hustle,False,thick-fat,True,3,38,30,56,35,25,35,72,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10091.png"
raticate-alola,dark,normal,gluttony,False,hustle,False,thick-fat,True,7,255,75,71,70,40,80,77,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10092.png"
raticate-totem-alola,dark,normal,gluttony,False,hustle,False,thick-fat,True,14,1050,75,71,70,40,80,77,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10093.png"
pikachu-original-cap,electric,,static,False,lightning-rod,True,,,4,60,35,55,40,50,50,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10094.png"
pikachu-hoenn-cap,electric,,static,False,lightning-rod,True,,,4,60,35,55,40,50,50,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10095.png"
pikachu-sinnoh-cap,electric,,static,False,lightning-rod,True,,,4,60,35,55,40,50,50,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10096.png"
pikachu-unova-cap,electric,,static,False,lightning-rod,True,,,4,60,35,55,40,50,50,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10097.png"
